,User Id,Movie Titile,Movie Genre
82,438,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
83,438,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
84,438,Lawrence of Arabia (1962),Adventure|Drama|War
85,438,Apocalypse Now (1979),Action|Drama|War
86,438,Goodfellas (1990),Crime|Drama
87,438,"Godfather: Part II, The (1974)",Crime|Drama
88,438,Full Metal Jacket (1987),Drama|War
89,438,Run Lola Run (Lola rennt) (1998),Action|Crime
90,73,Boogie Nights (1997),Drama
91,73,Little Big Man (1970),Western
92,73,Malcolm X (1992),Drama
93,73,Scent of a Woman (1992),Drama
94,73,Howards End (1992),Drama
95,73,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
96,73,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
97,73,Of Mice and Men (1992),Drama
98,73,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
99,73,"Good bye, Lenin! (2003)",Comedy|Drama
100,567,"Karate Kid, The (1984)",Drama
101,567,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
102,567,"General, The (1998)",Crime
103,567,Tea with Mussolini (1999),Comedy|Drama|War
104,567,Affliction (1997),Drama
105,567,Hilary and Jackie (1998),Drama
106,567,Varsity Blues (1999),Comedy|Drama
107,567,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
108,567,Running Scared (1986),Action|Comedy
109,567,Fight Club (1999),Action|Crime|Drama|Thriller
110,391,Danny Deckchair (2003),Comedy|Romance
111,391,We Don't Live Here Anymore (2004),Drama
112,391,"Bill Cosby, Himself (1983)",Comedy|Documentary
113,391,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama
114,391,Alice Doesn't Live Here Anymore (1974),Drama|Romance
115,391,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama
116,391,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama
117,391,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),Action|Drama
118,391,"House of the Devil, The (2009)",Horror|Thriller
119,391,Saving Mr. Banks (2013),Comedy|Drama
120,380,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
121,380,Rear Window (1954),Mystery|Thriller
122,380,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
123,380,Some Like It Hot (1959),Comedy|Crime
124,380,Casablanca (1942),Drama|Romance
125,380,"Maltese Falcon, The (1941)",Film-Noir|Mystery
126,380,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
127,380,Citizen Kane (1941),Drama|Mystery
128,380,Hero (Ying xiong) (2002),Action|Adventure|Drama
129,380,"Blind Side, The  (2009)",Drama
130,305,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
131,305,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
132,305,Ran (1985),Drama|War
133,305,"Boot, Das (Boat, The) (1981)",Action|Drama|War
134,305,Harold and Maude (1971),Comedy|Drama|Romance
135,305,Glory (1989),Drama|War
136,305,Manhattan (1979),Comedy|Drama|Romance
137,305,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
138,305,Touch of Evil (1958),Crime|Film-Noir|Thriller
139,305,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
140,409,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
141,409,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
142,409,Forrest Gump (1994),Comedy|Drama|Romance|War
143,409,Back to the Future (1985),Adventure|Comedy|Sci-Fi
144,409,High Noon (1952),Drama|Western
145,409,This Is Spinal Tap (1984),Comedy
146,409,Indiana Jones and the Last Crusade (1989),Action|Adventure
147,409,Jaws (1975),Action|Horror
148,409,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
149,409,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime
150,307,"Fish Called Wanda, A (1988)",Comedy|Crime
151,307,Raising Arizona (1987),Comedy
152,307,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
153,307,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
154,307,Traffic (2000),Crime|Drama|Thriller
155,307,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
156,307,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
157,307,John Wick (2014),Action|Thriller
158,307,Still Alice (2014),Drama
159,307,The Martian (2015),Adventure|Drama|Sci-Fi
160,274,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
161,274,Laura (1944),Crime|Film-Noir|Mystery
162,274,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
163,274,Top Hat (1935),Comedy|Musical|Romance
164,274,Giant (1956),Drama|Romance|Western
165,274,His Girl Friday (1940),Comedy|Romance
166,274,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
167,274,Mr. Smith Goes to Washington (1939),Drama
168,274,"39 Steps, The (1935)",Drama|Mystery|Thriller
169,274,"African Queen, The (1951)",Adventure|Comedy|Romance|War
170,125,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
171,125,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
172,125,Heart Condition (1990),Comedy
173,125,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
174,125,"Big Chill, The (1983)",Comedy|Drama
175,125,Central Station (Central do Brasil) (1998),Drama
176,125,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
177,125,"Celebration, The (Festen) (1998)",Drama
178,125,Being John Malkovich (1999),Comedy|Drama|Fantasy
179,125,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
180,561,Emma (1996),Comedy|Drama|Romance
181,561,"Godfather, The (1972)",Crime|Drama
182,561,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
183,561,One Flew Over the Cuckoo's Nest (1975),Drama
184,561,Metropolis (1927),Drama|Sci-Fi
185,561,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
186,561,Dangerous Liaisons (1988),Drama|Romance
187,561,Rounders (1998),Drama
188,561,Traffic (2000),Crime|Drama|Thriller
189,561,Hero (Ying xiong) (2002),Action|Adventure|Drama
190,68,"Boys of St. Vincent, The (1992)",Drama
191,68,Beauty of the Day (Belle de jour) (1967),Drama
192,68,Crumb (1994),Documentary
193,68,Lone Star (1996),Drama|Mystery|Western
194,68,Rear Window (1954),Mystery|Thriller
195,68,"Streetcar Named Desire, A (1951)",Drama
196,68,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
197,68,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
198,68,Departures (Okuribito) (2008),Drama
199,68,In the Loop (2009),Comedy
200,525,"Godfather, The (1972)",Crime|Drama
201,525,Lawrence of Arabia (1962),Adventure|Drama|War
202,525,Apocalypse Now (1979),Action|Drama|War
203,525,Goodfellas (1990),Crime|Drama
204,525,"Godfather: Part II, The (1974)",Crime|Drama
205,525,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
206,525,Saving Private Ryan (1998),Action|Drama|War
207,525,American History X (1998),Crime|Drama
208,525,Little Big Man (1970),Western
209,525,Snatch (2000),Comedy|Crime|Thriller
210,414,Notorious (1946),Film-Noir|Romance|Thriller
211,414,Sleeper (1973),Comedy|Sci-Fi
212,414,Dial M for Murder (1954),Crime|Mystery|Thriller
213,414,"Best Years of Our Lives, The (1946)",Drama|War
214,414,Kramer vs. Kramer (1979),Drama
215,414,Ordinary People (1980),Drama
216,414,Halloween (1978),Horror
217,414,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
218,414,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
219,414,Shutter Island (2010),Drama|Mystery|Thriller
220,6,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
221,6,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
222,6,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
223,6,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
224,6,Lawrence of Arabia (1962),Adventure|Drama|War
225,6,Apocalypse Now (1979),Action|Drama|War
226,6,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
227,6,Goodfellas (1990),Crime|Drama
228,6,"Godfather: Part II, The (1974)",Crime|Drama
229,6,Amadeus (1984),Drama
230,601,Kelly's Heroes (1970),Action|Comedy|War
231,601,Flickering Lights (Blinkende lygter) (2000),Action|Comedy|Crime
232,601,Straw Dogs (1971),Drama|Thriller
233,601,Fahrenheit 451 (1966),Drama|Sci-Fi
234,601,I Am Trying to Break Your Heart (2002),Documentary
235,601,Identity (2003),Crime|Horror|Mystery|Thriller
236,601,"Decade Under the Influence, A (2003)",Documentary
237,601,Spellbound (2002),Documentary
238,601,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
239,601,"Man on the Train (Homme du train, L') (2002)",Comedy|Drama
240,325,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
241,325,Goodfellas (1990),Crime|Drama
242,325,Amadeus (1984),Drama
243,325,"Boot, Das (Boat, The) (1981)",Action|Drama|War
244,325,Glory (1989),Drama|War
245,325,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
246,325,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
247,325,Kolya (Kolja) (1996),Comedy|Drama
248,325,Waiting for Guffman (1996),Comedy
249,325,Donnie Brasco (1997),Crime|Drama
250,82,One Flew Over the Cuckoo's Nest (1975),Drama
251,82,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
252,82,Brazil (1985),Fantasy|Sci-Fi
253,82,12 Angry Men (1957),Drama
254,82,Lawrence of Arabia (1962),Adventure|Drama|War
255,82,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
256,82,Apocalypse Now (1979),Action|Drama|War
257,82,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
258,82,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
259,82,Goodfellas (1990),Crime|Drama
260,16,Jaws (1975),Action|Horror
261,16,Raising Arizona (1987),Comedy
262,16,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
263,16,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
264,16,Deathtrap (1982),Comedy|Crime|Mystery|Thriller
265,16,25th Hour (2002),Crime|Drama
266,16,Gangs of New York (2002),Crime|Drama
267,16,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
268,16,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
269,16,"Cove, The (2009)",Documentary
270,542,One Flew Over the Cuckoo's Nest (1975),Drama
271,542,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
272,542,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
273,542,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
274,542,Brazil (1985),Fantasy|Sci-Fi
275,542,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
276,542,Lawrence of Arabia (1962),Adventure|Drama|War
277,542,Apocalypse Now (1979),Action|Drama|War
278,542,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
279,542,Goodfellas (1990),Crime|Drama
280,32,Rear Window (1954),Mystery|Thriller
281,32,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
282,32,"Breakfast Club, The (1985)",Comedy|Drama
283,32,Monty Python's And Now for Something Completely Different (1971),Comedy
284,32,Airplane! (1980),Comedy
285,32,Big (1988),Comedy|Drama|Fantasy|Romance
286,32,"Christmas Story, A (1983)",Children|Comedy
287,32,Scarface (1983),Action|Crime|Drama
288,32,Little Miss Sunshine (2006),Adventure|Comedy|Drama
289,32,How to Train Your Dragon 2 (2014),Action|Adventure|Animation
290,140,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
291,140,Apocalypse Now (1979),Action|Drama|War
292,140,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
293,140,Psycho (1960),Crime|Horror
294,140,Full Metal Jacket (1987),Drama|War
295,140,Amadeus (1984),Drama
296,140,Harold and Maude (1971),Comedy|Drama|Romance
297,140,Manhattan (1979),Comedy|Drama|Romance
298,140,"Graduate, The (1967)",Comedy|Drama|Romance
299,140,Fight Club (1999),Action|Crime|Drama|Thriller
300,182,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
301,182,12 Angry Men (1957),Drama
302,182,Cool Hand Luke (1967),Drama
303,182,Stripes (1981),Comedy|War
304,182,"Wings of the Dove, The (1997)",Drama|Romance
305,182,Deconstructing Harry (1997),Comedy|Drama
306,182,Never Cry Wolf (1983),Adventure|Drama
307,182,"Searchers, The (1956)",Drama|Western
308,182,"Odd Couple, The (1968)",Comedy
309,182,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
310,89,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
311,89,Goodfellas (1990),Crime|Drama
312,89,"Godfather: Part II, The (1974)",Crime|Drama
313,89,Little Big Man (1970),Western
314,89,Trading Places (1983),Comedy
315,89,Dogma (1999),Adventure|Comedy|Fantasy
316,89,"Commitments, The (1991)",Comedy|Drama|Musical
317,89,"Verdict, The (1982)",Drama|Mystery
318,89,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
319,89,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
320,359,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
321,359,"Shawshank Redemption, The (1994)",Crime|Drama
322,359,Reservoir Dogs (1992),Crime|Mystery|Thriller
323,359,Cool Hand Luke (1967),Drama
324,359,Song of the South (1946),Adventure|Animation|Children|Musical
325,359,"Man with Two Brains, The (1983)",Comedy
326,359,"Outsiders, The (1983)",Drama
327,359,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
328,359,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
329,359,"Dead Zone, The (1983)",Thriller
330,183,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
331,183,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
332,183,"Shawshank Redemption, The (1994)",Crime|Drama
333,183,This Is Spinal Tap (1984),Comedy
334,183,Indiana Jones and the Last Crusade (1989),Action|Adventure
335,183,Shakespeare in Love (1998),Comedy|Drama|Romance
336,183,Miracle on 34th Street (1947),Comedy|Drama
337,183,Eastern Promises (2007),Crime|Drama|Thriller
338,183,Into the Wild (2007),Action|Adventure|Drama
339,183,Zero Dark Thirty (2012),Action|Drama|Thriller
340,111,"Bronx Tale, A (1993)",Drama
341,111,Carlito's Way (1993),Crime|Drama
342,111,Dazed and Confused (1993),Comedy
343,111,"Godfather, The (1972)",Crime|Drama
344,111,Rear Window (1954),Mystery|Thriller
345,111,Casablanca (1942),Drama|Romance
346,111,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
347,111,Office Space (1999),Comedy|Crime
348,111,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
349,111,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
350,80,Schindler's List (1993),Drama|War
351,80,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
352,80,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
353,80,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
354,80,Goodfellas (1990),Crime|Drama
355,80,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
356,80,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
357,80,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
358,80,American History X (1998),Crime|Drama
359,80,Snatch (2000),Comedy|Crime|Thriller
360,448,Heat (1995),Action|Crime|Thriller
361,448,Schindler's List (1993),Drama|War
362,448,And the Band Played On (1993),Drama
363,448,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
364,448,Mephisto (1981),Drama|War
365,448,Blue Velvet (1986),Drama|Mystery|Thriller
366,448,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
367,448,Song of the South (1946),Adventure|Animation|Children|Musical
368,448,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
369,448,Side Effects (2013),Crime|Drama|Mystery|Thriller
370,514,Brazil (1985),Fantasy|Sci-Fi
371,514,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
372,514,12 Angry Men (1957),Drama
373,514,Lawrence of Arabia (1962),Adventure|Drama|War
374,514,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
375,514,Apocalypse Now (1979),Action|Drama|War
376,514,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
377,514,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
378,514,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
379,514,Ran (1985),Drama|War
380,509,"Shawshank Redemption, The (1994)",Crime|Drama
381,509,"Shining, The (1980)",Horror
382,509,Stand by Me (1986),Adventure|Drama
383,509,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
384,509,Unforgiven (1992),Drama|Western
385,509,Back to the Future (1985),Adventure|Comedy|Sci-Fi
386,509,Cool Hand Luke (1967),Drama
387,509,Young Frankenstein (1974),Comedy|Fantasy
388,509,This Is Spinal Tap (1984),Comedy
389,509,Fight Club (1999),Action|Crime|Drama|Thriller
390,131,Rear Window (1954),Mystery|Thriller
391,131,La Cérémonie (1995),Crime|Drama|Mystery|Thriller
392,131,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
393,131,Hamlet (1996),Crime|Drama|Romance
394,131,Office Space (1999),Comedy|Crime
395,131,Animal House (1978),Comedy
396,131,Do the Right Thing (1989),Drama
397,131,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
398,131,Up (2009),Adventure|Animation|Children|Drama
399,131,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
400,45,"Shawshank Redemption, The (1994)",Crime|Drama
401,45,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
402,45,Lawrence of Arabia (1962),Adventure|Drama|War
403,45,Apocalypse Now (1979),Action|Drama|War
404,45,Psycho (1960),Crime|Horror
405,45,Full Metal Jacket (1987),Drama|War
406,45,Run Lola Run (Lola rennt) (1998),Action|Crime
407,45,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
408,45,Old Boy (2003),Mystery|Thriller
409,45,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
410,156,My Fair Lady (1964),Comedy|Drama|Musical|Romance
411,156,Roman Holiday (1953),Comedy|Drama|Romance
412,156,Rebecca (1940),Drama|Mystery|Romance|Thriller
413,156,His Girl Friday (1940),Comedy|Romance
414,156,Mr. Smith Goes to Washington (1939),Drama
415,156,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
416,156,Notes on a Scandal (2006),Drama
417,156,True Grit (2010),Western
418,156,I Saw the Devil (Akmareul boatda) (2010),Crime|Thriller
419,156,Fury (2014),Action|Drama|War
420,440,Forrest Gump (1994),Comedy|Drama|Romance|War
421,440,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
422,440,Airplane! (1980),Comedy
423,440,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
424,440,Re-Animator (1985),Comedy|Horror|Sci-Fi
425,440,Drugstore Cowboy (1989),Crime|Drama
426,440,"General, The (1926)",Comedy|War
427,440,Yojimbo (1961),Action|Adventure
428,440,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
429,440,"Departed, The (2006)",Crime|Drama|Thriller
430,312,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
431,312,"Shawshank Redemption, The (1994)",Crime|Drama
432,312,"Godfather, The (1972)",Crime|Drama
433,312,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
434,312,Little Big Man (1970),Western
435,312,Hero (Ying xiong) (2002),Action|Adventure|Drama
436,312,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
437,312,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama
438,312,Shaun of the Dead (2004),Comedy|Horror
439,312,Primer (2004),Drama|Sci-Fi
440,57,Goodfellas (1990),Crime|Drama
441,57,"Green Mile, The (1999)",Crime|Drama
442,57,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
443,57,Snatch (2000),Comedy|Crime|Thriller
444,57,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
445,57,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
446,57,Sideways (2004),Comedy|Drama|Romance
447,57,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
448,57,Inglourious Basterds (2009),Action|Drama|War
449,57,Shutter Island (2010),Drama|Mystery|Thriller
450,603,Office Space (1999),Comedy|Crime
451,603,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
452,603,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
453,603,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
454,603,"Beautiful Mind, A (2001)",Drama|Romance
455,603,Witness for the Prosecution (1957),Drama|Mystery|Thriller
456,603,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
457,603,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
458,603,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
459,603,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller
460,337,Reservoir Dogs (1992),Crime|Mystery|Thriller
461,337,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
462,337,Fight Club (1999),Action|Crime|Drama|Thriller
463,337,Snatch (2000),Comedy|Crime|Thriller
464,337,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
465,337,Traffic (2000),Crime|Drama|Thriller
